Age,StudyHours,Attendance,Assignments,InternetAccess,Extracurricular,StressLevel,Motivation,ExamScore
22,1.6,94.3,48.0,Yes,Yes,Medium,Medium,57.7
19,4.6,96.7,48.6,Yes,No,Low,High,90.0
15,0.1,95.8,56.6,Yes,No,Low,Medium,84.6
20,2.5,81.8,91.7,Yes,No,Low,Low,89.4
18,7.3,81.5,80.1,Yes,Yes,Medium,Medium,83.8
15,9.9,70.2,45.1,Yes,Yes,Medium,Medium,76.1
21,1.0,87.6,71.9,Yes,No,Medium,High,73.6
21,4.0,76.6,58.6,Yes,Yes,Low,High,70.7
15,8.0,83.9,49.2,Yes,No,Low,Medium,99.2
19,2.0,71.4,19.2,Yes,No,Medium,High,75.0
18,5.6,86.6,46.4,Yes,No,Medium,Medium,71.7
18,7.3,91.2,24.6,Yes,Yes,Low,Medium,87.9
20,6.2,57.3,91.5,Yes,No,Low,Medium,86.6
18,1.9,91.6,33.5,Yes,No,High,Low,53.5
21,3.6,77.0,95.2,Yes,No,Medium,High,85.6
17,7.8,92.2,53.3,No,Yes,Low,Low,85.4
19,5.5,71.6,63.2,Yes,Yes,Low,Medium,87.1
18,0.1,69.0,54.3,Yes,Yes,High,High,60.1
20,7.6,95.8,12.9,Yes,Yes,Medium,Medium,93.9
21,0.4,62.6,37.6,Yes,Yes,Medium,High,70.8
17,7.5,92.2,9.9,Yes,No,Medium,Medium,67.2
16,2.0,74.2,62.3,No,Yes,Medium,Medium,59.7
16,9.6,75.7,44.7,Yes,No,Medium,High,82.6
17,3.7,65.4,77.8,Yes,Yes,Medium,Low,87.2
21,3.3,78.7,22.0,Yes,Yes,Medium,High,78.9
20,1.5,66.3,16.5,Yes,Yes,Low,Medium,61.4
17,3.1,52.0,40.6,No,Yes,High,High,42.2
19,8.8,63.6,92.7,Yes,No,Medium,Low,77.2
19,10.0,50.3,71.0,Yes,Yes,Low,Medium,96.1
16,3.7,98.9,41.9,Yes,No,High,High,81.7
18,4.5,98.3,51.7,Yes,Yes,High,Medium,64.5
20,7.2,69.8,8.4,Yes,No,High,High,77.0
16,8.9,86.4,98.5,Yes,Yes,High,High,100.0
18,5.9,67.3,66.6,Yes,Yes,High,High,79.7
18,3.9,83.6,28.5,Yes,Yes,Low,High,89.9
22,4.1,90.3,58.6,Yes,Yes,High,Medium,69.1
19,7.0,97.3,10.9,Yes,Yes,High,Low,80.6
21,0.0,70.0,96.6,Yes,No,Low,Low,50.1
15,6.2,89.2,17.5,Yes,No,Low,Medium,83.7
21,3.6,63.3,64.8,Yes,No,High,Low,49.5
15,7.9,99.5,24.5,No,Yes,Low,Medium,87.2
17,0.9,51.3,71.8,Yes,Yes,High,Low,55.3
19,5.9,80.2,77.7,No,Yes,Low,Low,66.4
18,4.8,83.0,67.3,No,No,Low,Low,70.5
20,6.4,84.4,61.4,Yes,No,Medium,High,84.5
15,0.6,56.0,89.2,Yes,No,Low,Medium,69.8
21,5.8,96.9,7.9,Yes,No,Medium,Medium,81.3
18,5.6,59.1,33.1,Yes,Yes,Medium,High,72.6
15,5.6,81.1,24.8,Yes,Yes,Low,Low,74.6
15,6.0,61.1,98.8,Yes,Yes,Low,High,86.3
22,6.8,65.4,38.9,Yes,Yes,Medium,Medium,78.4
15,8.0,77.3,73.3,Yes,Yes,Low,Low,99.2
20,2.7,70.9,68.5,Yes,Yes,Medium,Medium,64.8
19,8.3,58.0,21.2,Yes,No,Medium,High,86.4
20,5.0,58.5,23.9,Yes,No,Low,Medium,76.0
16,0.8,70.9,28.1,Yes,No,Medium,High,64.8
18,0.6,87.9,41.1,Yes,No,Low,Low,67.2
19,3.3,94.9,23.4,Yes,Yes,Low,Medium,87.4
22,7.8,54.2,2.0,No,Yes,Low,Low,50.5
19,7.1,69.7,87.9,Yes,No,High,Medium,69.1
19,7.9,55.0,96.6,Yes,Yes,High,Medium,91.4
21,5.2,50.8,34.2,Yes,Yes,High,High,74.1
19,4.4,83.1,33.9,Yes,Yes,Medium,Low,80.5
22,1.5,80.1,0.7,Yes,Yes,Low,Medium,63.0
20,3.3,58.2,68.0,No,Yes,Medium,Medium,60.0
19,4.3,61.7,82.5,Yes,Yes,Medium,High,78.6
17,0.9,51.2,14.7,No,Yes,High,High,35.9
18,2.2,91.7,16.0,Yes,No,Low,High,82.7
19,6.0,98.7,79.0,Yes,Yes,Low,High,89.5
18,7.4,56.8,61.6,Yes,Yes,Medium,High,89.0
17,10.0,61.6,4.5,No,Yes,High,High,80.4
17,9.3,93.4,62.3,Yes,Yes,High,High,86.7
18,6.4,96.3,30.9,Yes,No,Medium,Low,82.6
15,4.2,71.0,36.9,Yes,No,High,Medium,55.1
16,6.4,52.5,77.0,Yes,No,Medium,Medium,78.2
21,7.9,52.0,81.1,Yes,Yes,High,Medium,77.2
15,1.2,78.7,40.0,No,Yes,High,Medium,44.1
15,4.1,69.6,94.7,Yes,Yes,High,Medium,61.1
20,8.4,51.4,40.6,Yes,Yes,Medium,High,75.4
21,3.8,79.2,77.2,Yes,Yes,Low,Low,84.2
21,5.7,50.6,48.4,Yes,Yes,Medium,High,85.9
15,5.9,89.4,89.8,Yes,Yes,Medium,High,100.0
19,1.8,65.3,90.8,Yes,No,High,High,72.4
20,3.6,52.0,8.7,Yes,Yes,Low,High,70.3
20,3.3,79.4,93.6,Yes,No,Low,High,100.0
17,0.3,69.9,82.6,No,Yes,Medium,Medium,60.2
22,0.2,98.7,79.1,No,Yes,Low,Medium,63.2
21,8.3,77.2,20.1,Yes,No,Medium,Medium,77.3
15,2.7,63.8,80.5,Yes,No,Medium,High,62.3
17,5.2,85.5,85.0,No,Yes,Medium,High,92.1
18,3.0,63.6,28.9,Yes,Yes,Low,High,82.0
16,9.4,95.2,95.2,Yes,Yes,High,Low,83.6
22,2.6,68.7,5.0,No,Yes,Medium,Medium,47.5
22,4.3,77.5,15.0,Yes,No,High,Medium,61.3
22,8.7,52.5,53.8,Yes,No,Medium,Low,62.9
20,8.4,71.3,57.6,Yes,No,Low,Medium,74.5
18,1.9,91.6,64.5,Yes,Yes,Low,Low,78.7
22,8.0,90.3,1.7,Yes,No,Low,High,93.8
18,4.6,61.2,96.0,Yes,Yes,Medium,Medium,79.9
19,4.8,61.3,4.5,Yes,No,Low,Medium,70.8
22,1.3,90.9,14.3,Yes,No,Medium,High,80.6
16,0.8,96.5,1.4,Yes,Yes,Medium,Medium,64.9
18,7.3,54.8,56.7,Yes,Yes,Low,Low,60.9
18,5.0,72.5,93.2,Yes,Yes,Low,Medium,84.1
16,4.4,66.9,66.6,Yes,Yes,Medium,Low,75.6
22,7.3,93.5,82.3,Yes,No,High,Low,80.8
16,7.7,54.2,1.3,Yes,Yes,Low,Low,69.3
18,1.6,60.6,54.2,Yes,Yes,Low,Medium,65.3
16,6.1,87.6,46.0,Yes,Yes,High,Low,67.4
18,1.4,52.6,49.9,Yes,No,Low,Medium,69.0
18,7.5,74.6,7.2,Yes,Yes,High,High,71.5
19,6.6,72.1,68.4,Yes,No,Low,Medium,82.7
15,9.6,66.7,50.3,Yes,No,High,High,85.6
18,0.7,69.7,76.5,Yes,No,Medium,Medium,67.1
22,0.6,76.5,48.5,No,Yes,High,Medium,49.0
17,2.8,58.1,14.9,Yes,Yes,Medium,High,73.4
20,2.6,78.6,64.8,Yes,Yes,Medium,Low,70.4
21,2.5,90.3,17.2,Yes,Yes,Low,Low,63.3
15,9.1,88.0,87.2,Yes,Yes,Low,Medium,100.0
15,2.5,57.7,61.3,No,No,Medium,Medium,49.9
15,2.7,57.5,15.7,Yes,Yes,Medium,High,61.6
19,7.6,63.4,96.2,Yes,No,High,High,73.7
18,4.5,68.1,51.8,Yes,Yes,Medium,Medium,66.9
19,7.8,70.4,7.3,Yes,No,High,Medium,80.7
18,0.7,84.0,62.7,Yes,No,Medium,Medium,71.7
22,4.9,52.8,25.3,Yes,No,High,High,52.9
19,0.3,51.7,80.4,Yes,No,High,High,54.9
19,0.6,69.6,81.8,Yes,No,Medium,High,65.8
20,9.1,84.9,97.9,Yes,No,High,Medium,91.5
17,1.4,59.7,50.2,Yes,Yes,High,High,67.7
19,5.3,82.1,45.5,Yes,Yes,Low,Medium,77.5
20,4.1,63.0,75.3,Yes,Yes,Medium,Medium,75.0
16,3.5,94.3,13.2,Yes,Yes,Low,High,97.4
17,9.0,94.8,54.7,Yes,Yes,High,Low,92.5
22,0.2,64.9,54.6,Yes,Yes,Low,High,83.9
19,6.6,61.5,8.9,No,Yes,Low,Low,61.0
21,9.6,70.6,41.8,Yes,Yes,Medium,High,100.0
15,5.6,62.0,85.3,Yes,Yes,Medium,Medium,75.8
16,9.4,83.6,85.6,Yes,No,High,Medium,83.8
16,0.5,91.3,9.9,Yes,Yes,High,Medium,54.9
22,4.2,83.7,9.1,Yes,No,Medium,Medium,69.7
20,2.6,91.2,26.3,Yes,Yes,Low,Medium,85.7
16,7.3,69.8,87.5,Yes,No,Medium,Medium,80.1
17,9.8,57.8,12.9,Yes,No,Medium,Low,72.7
19,2.6,86.9,72.0,Yes,No,Medium,Low,70.1
19,6.5,68.0,10.1,Yes,No,Medium,Low,50.8
21,2.0,83.6,62.3,Yes,Yes,Medium,Medium,79.7
22,5.7,63.5,35.6,Yes,No,Medium,High,76.3
15,4.6,54.1,78.9,Yes,No,Medium,High,79.3
20,9.7,99.6,23.4,Yes,No,Medium,Medium,89.2
15,6.1,57.8,63.9,Yes,No,High,Medium,68.5
16,3.5,99.4,23.6,Yes,Yes,Medium,High,84.0
22,1.1,98.9,71.4,Yes,No,Low,Medium,79.0
21,1.5,89.7,87.4,No,Yes,High,Medium,53.1
15,2.3,83.0,12.7,Yes,Yes,Medium,Medium,69.9
17,2.5,78.9,86.7,No,Yes,Low,Low,60.9
19,8.5,93.3,59.4,No,No,Medium,Low,84.7
16,5.6,64.5,12.7,Yes,Yes,Medium,Low,68.5
21,5.2,73.4,42.8,Yes,Yes,High,Medium,73.9
15,1.1,81.0,16.1,Yes,Yes,Medium,Low,52.8
20,8.6,70.6,70.0,Yes,No,Medium,Low,76.8
17,7.2,71.4,75.9,Yes,No,Low,Medium,92.7
17,0.7,66.5,10.6,Yes,Yes,Medium,Low,48.7
15,7.1,78.2,50.6,Yes,Yes,High,Low,72.0
19,5.4,92.5,81.5,No,No,High,High,69.8
15,0.8,60.1,93.6,Yes,No,Low,Low,59.7
16,4.6,96.7,51.4,Yes,No,Low,Medium,77.3
15,4.8,84.5,95.0,Yes,Yes,Medium,Medium,82.3
17,1.7,91.2,53.6,No,No,Medium,Medium,63.8
21,9.5,77.8,39.4,Yes,Yes,Medium,Medium,93.5
15,8.5,89.0,84.8,Yes,Yes,Medium,Medium,100.0
19,6.7,50.8,49.3,Yes,Yes,Medium,High,80.0
22,4.6,90.9,47.2,Yes,Yes,High,Medium,84.9
21,4.1,52.0,49.0,Yes,No,Medium,High,66.2
20,6.5,94.5,84.7,Yes,Yes,Low,Medium,91.9
18,5.5,99.6,83.2,Yes,Yes,Medium,High,100.0
15,0.6,64.7,40.4,Yes,Yes,High,High,61.5
19,5.1,60.5,33.3,Yes,Yes,Medium,High,69.8
21,8.1,88.3,49.2,No,Yes,Medium,Medium,87.6
19,4.6,62.7,57.3,Yes,Yes,Medium,Medium,68.1
20,0.5,93.3,23.8,No,Yes,High,High,61.1
17,7.9,55.1,79.4,Yes,No,Medium,High,90.7
19,2.0,56.3,48.6,Yes,No,Medium,High,61.0
21,2.6,99.0,33.4,Yes,No,High,Medium,60.4
19,1.6,83.7,10.7,Yes,Yes,High,High,64.1
19,3.3,92.3,23.9,Yes,No,Medium,Medium,78.9
19,7.6,66.2,94.9,Yes,No,Medium,Medium,85.3
16,5.2,83.8,30.5,Yes,No,Medium,Low,71.2
16,2.0,79.7,16.9,Yes,No,Low,Medium,60.1
17,8.8,80.2,46.1,Yes,Yes,High,High,86.0
15,8.8,84.1,30.7,Yes,No,Medium,Low,78.9
19,8.7,78.8,3.5,Yes,Yes,High,Medium,65.7
20,2.4,71.5,32.3,Yes,Yes,Low,Medium,84.2
15,4.5,63.8,54.4,Yes,Yes,Medium,Low,63.4
20,9.8,88.4,55.2,Yes,Yes,Low,Medium,88.2
15,7.7,61.3,35.7,Yes,No,Medium,Medium,61.1
17,0.3,84.6,44.7,Yes,Yes,Medium,Low,62.1
19,0.7,61.7,96.6,Yes,Yes,Medium,High,66.4
19,4.6,81.3,37.7,Yes,No,Low,High,99.9
18,9.1,87.4,25.8,Yes,Yes,Low,Medium,87.4
20,5.4,60.9,24.3,Yes,Yes,Low,Low,69.9
15,5.0,53.0,45.8,Yes,No,Low,Medium,61.9
15,1.1,56.5,76.0,No,No,Medium,High,64.7
22,6.6,80.3,20.6,Yes,Yes,Medium,Medium,87.8
22,8.2,92.5,70.9,Yes,No,Medium,Low,91.7
16,3.8,52.2,2.1,No,Yes,Medium,Medium,45.7
18,7.8,86.7,41.9,No,Yes,Low,High,92.0
21,9.6,67.1,77.6,Yes,Yes,Low,Medium,85.5
22,2.0,73.9,33.9,Yes,Yes,Low,Medium,63.3
21,5.2,96.4,56.4,No,No,High,High,68.3
16,2.9,66.6,20.5,Yes,No,Medium,Medium,53.7
16,7.9,73.3,74.2,No,Yes,Low,High,85.4
16,5.8,50.7,5.2,Yes,Yes,Low,Medium,63.8
20,6.3,54.1,85.3,Yes,No,High,High,58.3
20,8.0,62.9,19.8,Yes,Yes,Medium,Medium,77.2
17,4.0,51.4,87.4,Yes,Yes,Medium,High,73.9
17,9.2,81.6,35.3,Yes,No,Medium,Medium,93.7
16,5.3,71.3,72.3,No,No,Low,High,84.0
18,1.6,77.4,31.9,Yes,No,High,Medium,46.4
15,7.0,58.7,90.6,Yes,Yes,Medium,Medium,74.2
20,7.9,64.8,12.7,Yes,No,Medium,High,79.4
18,3.2,83.2,17.9,Yes,Yes,High,Medium,61.2
19,8.6,98.3,49.3,Yes,Yes,Medium,Medium,100.0
20,9.1,52.5,8.2,Yes,Yes,Low,Medium,82.8
20,2.8,94.5,19.6,Yes,Yes,Medium,High,89.6
17,9.8,78.8,94.4,Yes,Yes,Low,Low,95.6
15,1.4,78.2,97.6,Yes,Yes,Low,High,96.6
15,2.0,75.0,37.6,Yes,Yes,Medium,Medium,72.8
22,1.8,53.5,92.3,No,No,Low,Low,45.4
21,8.9,54.5,54.5,Yes,Yes,High,Medium,77.6
21,6.5,80.0,27.0,Yes,Yes,High,Medium,77.9
21,1.5,67.0,70.2,Yes,Yes,Low,Medium,78.1
21,4.4,95.9,65.9,Yes,Yes,Medium,Medium,82.8
19,6.2,70.3,98.9,Yes,No,High,Low,73.7
19,0.8,57.2,26.5,Yes,Yes,Medium,High,61.3
20,8.8,85.7,67.2,Yes,No,Medium,Low,98.2
16,8.0,64.7,5.2,Yes,Yes,Medium,Medium,79.1
17,5.1,76.3,11.4,Yes,Yes,Medium,Medium,64.9
17,9.7,84.9,0.4,Yes,No,Medium,Medium,97.7
21,4.2,95.0,99.9,Yes,No,High,Medium,88.4
20,9.8,89.6,80.2,Yes,Yes,Medium,Medium,100.0
22,6.7,83.8,78.7,Yes,No,High,High,75.3
18,6.3,84.0,51.0,Yes,Yes,Low,Medium,100.0
16,1.7,97.3,30.0,No,No,High,Low,41.3
20,8.8,64.8,15.1,No,No,Medium,Medium,64.8
16,4.3,50.1,28.5,Yes,No,Medium,Medium,52.9
16,1.6,63.6,37.6,Yes,No,Medium,Low,43.6
16,0.1,60.9,75.6,Yes,Yes,Low,Medium,67.0
20,5.6,83.1,54.0,No,No,Low,Medium,69.5
21,5.3,81.7,7.7,Yes,Yes,Low,Medium,74.7
17,7.2,79.7,1.8,Yes,Yes,Low,High,95.9
17,8.9,50.8,10.2,Yes,Yes,Medium,Medium,72.4
21,0.8,86.4,41.0,Yes,Yes,Medium,Medium,58.1
16,7.3,66.2,93.3,No,No,Medium,Low,76.2
18,1.9,83.3,63.7,Yes,Yes,Low,Medium,68.1
15,8.6,77.8,80.2,Yes,Yes,High,Medium,81.8
20,8.2,67.1,46.6,Yes,Yes,Medium,Medium,92.5
15,5.4,56.7,36.2,Yes,Yes,High,High,69.0
22,7.1,54.7,10.8,Yes,No,Medium,Medium,70.3
21,3.1,91.6,87.6,Yes,Yes,Low,Medium,97.0
18,4.7,95.9,78.3,No,No,Medium,Medium,67.0
20,8.2,82.5,16.8,Yes,No,Medium,Medium,83.1
21,4.6,55.2,51.2,Yes,No,Low,Medium,79.1
16,3.6,70.1,48.7,No,Yes,Low,Medium,63.9
17,4.9,86.4,62.5,Yes,No,Low,Low,90.4
15,8.3,89.0,94.6,Yes,Yes,Low,Low,100.0
19,3.4,55.9,58.0,Yes,No,Medium,Medium,59.1
19,1.7,50.0,54.0,Yes,Yes,Medium,High,65.6
18,7.1,85.6,5.0,Yes,Yes,Low,Medium,87.4
16,8.3,67.8,6.3,No,Yes,Medium,Low,54.2
22,1.0,62.7,18.7,Yes,No,Medium,High,60.2
15,2.4,50.6,3.2,Yes,Yes,Low,High,65.4
16,1.4,77.0,74.3,Yes,Yes,Low,High,81.2
15,3.5,92.6,72.3,Yes,Yes,Low,Medium,94.9
18,4.5,97.9,13.6,Yes,No,Medium,High,91.0
18,7.5,78.3,83.6,Yes,No,Low,Low,81.5
22,6.5,75.7,15.5,No,Yes,Medium,Low,66.4
19,6.2,54.3,30.1,Yes,No,Medium,Low,59.9
16,3.5,77.4,24.9,Yes,Yes,Medium,High,72.0
20,8.4,69.0,37.2,Yes,Yes,Low,Low,89.5
19,4.7,80.4,25.5,Yes,No,Medium,Medium,71.2
16,9.8,69.4,48.9,Yes,Yes,Medium,Medium,85.0
19,6.3,62.0,40.7,Yes,Yes,High,Medium,72.1
20,1.3,54.7,98.7,Yes,Yes,Medium,High,60.3
17,6.8,65.7,5.6,Yes,Yes,Medium,Low,75.1
17,3.3,54.8,14.2,Yes,Yes,Medium,Medium,48.8
22,6.9,58.8,5.3,Yes,Yes,Medium,High,80.3
17,0.7,99.4,62.6,Yes,Yes,High,Low,72.7
17,1.7,72.2,5.5,Yes,Yes,Low,Medium,75.0
21,8.6,76.6,83.6,Yes,Yes,High,High,82.1
15,2.3,93.7,51.2,Yes,Yes,Medium,High,95.0
21,8.4,99.8,52.7,Yes,Yes,Medium,High,100.0
21,2.8,79.1,56.2,Yes,No,Low,Medium,66.3
22,6.4,90.6,17.1,Yes,Yes,Medium,Medium,79.5
21,6.9,66.3,19.8,Yes,No,Medium,Low,69.0
17,5.1,65.3,31.9,Yes,No,Low,Medium,62.8
20,3.1,70.1,59.3,Yes,No,Low,Low,71.6
22,2.1,83.6,21.0,Yes,Yes,High,Medium,53.6
22,0.3,84.1,11.6,Yes,Yes,Medium,High,69.5
18,3.0,65.8,97.0,No,Yes,Medium,Medium,66.7
22,6.5,56.7,2.2,Yes,No,Low,Medium,72.1
18,9.4,81.6,80.3,Yes,Yes,Medium,Medium,96.1
22,8.7,56.4,78.8,Yes,No,Medium,Medium,79.2
15,7.7,78.9,29.7,No,No,Medium,High,86.1
17,7.9,84.7,13.6,Yes,Yes,Medium,Medium,81.6
22,6.6,85.0,14.6,Yes,Yes,Medium,Medium,73.0
17,2.6,87.7,69.7,No,No,Medium,Medium,52.8
17,9.1,93.6,64.3,Yes,Yes,Low,Low,95.3
19,6.7,75.0,78.3,Yes,Yes,High,Medium,82.6
22,5.6,86.5,93.7,Yes,No,Medium,High,87.2
16,1.1,81.0,69.2,Yes,Yes,Medium,Low,64.4
19,4.5,59.3,15.6,Yes,No,Medium,Low,49.4
16,4.6,51.3,24.3,Yes,No,High,Low,55.8
17,8.6,64.2,84.2,Yes,No,Low,High,100.0
17,5.5,72.2,20.9,Yes,Yes,Low,High,81.8
19,3.8,80.9,7.3,Yes,Yes,Medium,Medium,69.8
19,9.8,92.5,70.3,Yes,Yes,Medium,Medium,100.0
16,1.1,59.8,40.3,Yes,Yes,Medium,High,69.3
18,4.2,56.3,92.0,No,Yes,Low,High,68.9
16,0.4,98.2,65.0,Yes,Yes,Medium,High,87.9
19,7.4,55.4,9.0,Yes,Yes,Low,High,81.9
20,9.2,73.9,94.8,Yes,Yes,Low,Medium,88.2
19,2.8,79.3,25.9,Yes,No,High,Medium,64.3
20,8.6,77.1,33.7,Yes,Yes,Medium,High,95.7
15,2.9,54.3,40.2,Yes,Yes,Medium,High,75.5
19,9.1,52.9,5.1,Yes,No,Low,Low,76.2
15,7.5,55.3,49.7,Yes,No,Medium,Low,76.5
18,8.0,79.3,12.3,Yes,Yes,Medium,High,78.7
16,0.2,77.2,40.1,Yes,Yes,High,Medium,58.4
20,9.6,61.7,35.1,Yes,Yes,High,High,84.9
16,7.3,81.9,77.3,Yes,No,Medium,Medium,83.1
15,3.0,91.0,80.3,Yes,No,Medium,Low,68.1
20,8.3,52.1,15.3,Yes,No,Medium,Low,72.7
16,2.8,74.9,36.7,Yes,Yes,Medium,Low,53.6
19,8.7,84.5,37.3,Yes,Yes,Low,Medium,81.7
17,1.1,62.6,15.1,Yes,Yes,Medium,Medium,66.0
15,7.0,65.4,79.8,No,No,Low,High,95.9
16,5.4,80.7,70.7,Yes,No,Low,High,100.0
15,1.0,94.9,19.0,Yes,No,Low,Medium,75.0
21,2.4,90.5,36.7,No,Yes,Medium,Medium,59.0
15,0.1,79.2,10.6,Yes,Yes,Medium,Medium,68.0
20,4.7,86.5,62.8,Yes,Yes,Medium,Medium,90.1
21,3.0,68.2,12.1,Yes,No,Medium,Medium,63.1
22,6.0,82.0,98.6,Yes,No,Low,Low,99.9
20,3.0,73.3,78.1,Yes,Yes,Medium,Low,60.1
17,3.0,59.5,39.0,Yes,Yes,Low,Low,65.7
21,7.4,85.1,57.9,Yes,Yes,Medium,Low,78.9
22,0.5,77.8,91.1,Yes,Yes,High,High,57.1
19,9.0,67.9,55.4,Yes,No,Low,Medium,93.4
15,8.5,95.6,17.4,Yes,Yes,Low,High,96.8
16,6.7,51.0,37.9,Yes,No,Medium,High,85.4
18,5.9,65.8,84.3,Yes,Yes,High,High,85.5
15,8.9,52.8,64.4,Yes,No,Medium,High,79.7
22,1.9,88.3,65.1,Yes,Yes,High,Medium,68.2
15,0.8,85.1,86.7,Yes,No,Medium,Medium,74.1
17,2.4,66.6,89.4,Yes,Yes,High,Low,68.8
19,7.9,83.8,92.0,Yes,Yes,Low,High,100.0
18,0.3,69.8,9.5,Yes,Yes,Low,High,71.2
21,5.8,87.8,54.4,Yes,Yes,High,High,76.0
21,10.0,72.7,74.1,Yes,Yes,High,Medium,87.1
21,8.6,70.6,75.7,Yes,Yes,Low,High,99.4
22,5.2,96.7,60.7,Yes,No,Low,Low,92.7
20,0.6,62.5,16.7,Yes,Yes,Low,Low,64.6
20,8.3,56.0,79.7,Yes,No,Low,High,97.6
16,6.0,79.2,72.0,No,No,Low,Medium,72.5
18,1.1,98.5,8.6,Yes,Yes,High,High,69.9
21,0.9,68.9,46.4,No,No,Medium,Low,46.4
20,9.1,53.1,17.4,No,Yes,Medium,High,83.3
22,6.7,67.0,33.7,Yes,Yes,Medium,Medium,81.4
16,8.3,75.3,1.8,Yes,Yes,Medium,High,87.6
19,8.8,58.1,40.0,Yes,No,Medium,High,90.2
16,5.7,82.9,55.0,No,Yes,Medium,High,81.7
20,5.2,99.9,62.0,Yes,Yes,Medium,Medium,82.6
17,4.3,72.6,66.3,No,Yes,Medium,High,76.3
22,3.2,67.7,83.6,Yes,No,Medium,Low,63.6
17,4.3,70.0,21.5,Yes,Yes,High,Low,55.7
21,7.7,55.8,12.0,Yes,No,High,Medium,61.3
17,6.0,94.2,85.2,Yes,No,Medium,High,100.0
21,8.9,70.7,15.7,Yes,No,Medium,Medium,73.4
21,4.4,69.4,97.5,Yes,No,Low,High,93.1
20,6.1,83.0,84.3,Yes,No,Medium,High,81.3
17,6.3,72.1,50.1,Yes,Yes,Medium,Medium,80.7
21,5.9,82.4,98.1,Yes,Yes,Low,High,100.0
18,7.0,53.1,9.7,Yes,Yes,Medium,Low,57.8
19,2.4,90.7,30.3,Yes,Yes,Medium,High,84.2
16,5.1,97.0,63.8,Yes,Yes,Low,Medium,100.0
16,1.0,82.4,35.0,Yes,Yes,High,Medium,68.6
20,3.8,97.7,92.8,Yes,Yes,Low,Medium,100.0
17,4.9,57.6,6.6,Yes,No,High,Low,44.1
17,6.5,73.9,54.9,Yes,Yes,Medium,Medium,79.9
21,9.5,80.1,59.1,Yes,No,Medium,Low,90.4
22,6.0,79.1,65.3,Yes,Yes,Medium,Medium,69.2
15,7.4,70.1,25.6,Yes,No,Medium,Low,74.1
21,5.1,66.9,36.5,Yes,No,Medium,Medium,65.0
19,6.3,56.3,84.4,Yes,Yes,Medium,High,78.1
18,0.7,69.6,19.5,Yes,Yes,Medium,Medium,50.2
16,2.5,58.1,82.7,Yes,Yes,Medium,High,60.7
21,3.6,86.7,56.3,No,Yes,High,Medium,55.9
15,4.7,60.4,76.2,No,No,Low,Medium,75.8
15,0.5,52.9,71.4,Yes,No,Medium,Medium,58.1
21,1.4,77.6,20.8,Yes,Yes,Low,Medium,85.4
20,2.8,79.8,56.9,Yes,Yes,Medium,Medium,78.6
16,9.7,93.6,86.8,Yes,Yes,Medium,Low,100.0
20,3.3,78.8,43.2,Yes,Yes,Low,High,75.5
18,4.8,67.3,96.7,Yes,No,Low,High,100.0
15,2.0,90.2,45.2,Yes,Yes,Low,Medium,67.7
15,6.1,77.0,14.3,No,Yes,Medium,High,78.2
19,2.8,54.0,38.9,Yes,Yes,Medium,Low,62.1
18,2.1,78.3,95.2,Yes,Yes,High,Medium,56.4
15,5.2,95.4,32.0,Yes,No,Medium,Low,83.7
18,0.1,69.8,86.8,Yes,Yes,Low,High,75.1
16,0.1,64.8,88.1,Yes,No,High,High,54.8
17,2.2,57.2,35.0,Yes,No,Medium,High,64.8
15,0.4,57.6,8.3,Yes,Yes,Medium,Low,39.8
19,1.1,71.6,72.5,Yes,Yes,Low,Medium,83.9
16,3.4,79.8,31.2,Yes,No,Medium,High,59.3
21,8.0,54.0,78.3,Yes,No,High,Low,73.3
18,5.7,97.0,44.3,Yes,No,Medium,Medium,84.7
21,5.1,87.8,48.5,Yes,Yes,Medium,Low,65.0
20,2.9,79.3,77.8,Yes,No,Medium,Low,76.3
16,9.3,91.4,38.2,Yes,Yes,High,Medium,92.4
21,4.0,54.0,44.3,Yes,No,Low,Medium,72.7
22,0.9,73.8,37.6,Yes,No,Medium,Low,53.3
22,6.2,81.5,36.7,Yes,Yes,High,Low,65.5
15,1.1,91.4,52.6,Yes,No,Low,Medium,82.0
18,3.5,89.2,80.9,Yes,Yes,Medium,Medium,93.0
17,5.1,63.9,36.2,Yes,No,Medium,Medium,72.3
16,8.7,97.0,52.4,Yes,Yes,Medium,Medium,86.1
15,4.9,56.2,67.1,Yes,No,Medium,Medium,78.0
19,7.0,93.8,26.9,Yes,Yes,Medium,Medium,88.2
20,9.9,98.5,27.8,Yes,No,Medium,High,97.9
18,1.3,58.9,93.3,Yes,Yes,Low,High,89.0
16,2.7,86.1,72.4,No,Yes,Medium,Low,63.1
22,3.9,52.0,57.7,Yes,Yes,Low,Low,68.6
16,4.2,70.3,64.8,No,No,Low,High,69.2
17,4.1,75.8,2.9,Yes,Yes,High,Low,51.0
22,9.1,79.0,61.8,Yes,Yes,Medium,Low,89.0
17,7.1,96.8,51.0,Yes,Yes,High,Low,77.2
19,6.1,83.6,54.6,Yes,No,Low,Medium,88.5
20,3.1,74.1,35.9,Yes,Yes,Medium,Medium,64.5
19,8.2,90.5,8.1,Yes,Yes,Low,High,100.0
15,9.6,97.5,19.3,Yes,Yes,Medium,High,97.8
15,8.2,51.1,95.1,Yes,Yes,Medium,Medium,75.3
19,0.0,99.1,40.9,No,Yes,Low,Medium,79.5
